Primary_Accession_No,Generic_Name,Target_Num,Entry_Num,preg_risk_cat,pfam_id
DB00336,Nitrofurazone,2,1,C,PF00070
DB00336,Nitrofurazone,2,2,C,PF02852
DB00336,Nitrofurazone,2,3,C,PF07992
DB00336,Nitrofurazone,3,1,C,PF00056
DB00336,Nitrofurazone,3,2,C,PF02866
DB00336,Nitrofurazone,4,1,C,PF00583
DB00336,Nitrofurazone,4,2,C,PF08218
DB00713,Oxacillin,1,1,B,PF00905
DB00713,Oxacillin,1,2,B,PF00912
DB00410,Mupirocin,1,1,B,PF00133
DB00410,Mupirocin,1,2,B,PF06827
DB00410,Mupirocin,1,3,B,PF08264
DB00852,Pseudoephedrine,1,1,C,PF00001
DB00852,Pseudoephedrine,2,1,C,PF00001
DB00852,Pseudoephedrine,3,1,C,PF00001
DB00514,Dextromethorphan,1,1,C,PF04622
DB00514,Dextromethorphan,2,1,C,PF04622
DB00514,Dextromethorphan,3,1,C,PF02931
DB00514,Dextromethorphan,3,2,C,PF02932
DB00514,Dextromethorphan,4,1,C,PF00209
DB00514,Dextromethorphan,4,2,C,PF03491
DB00514,Dextromethorphan,5,1,C,PF00060
DB00341,Cetirizine,1,1,B,PF00001
DB00542,Benazepril,1,1,D,PF01401
DB00542,Benazepril,2,1,D,PF01401
DB00643,Mebendazole,1,1,C,PF00091
DB00643,Mebendazole,1,2,C,PF03953
DB00643,Mebendazole,2,1,C,PF00091
DB00643,Mebendazole,2,2,C,PF03953
DB00436,Bendroflumethiazide,1,1,C,PF00324
DB00436,Bendroflumethiazide,1,2,C,PF08403
DB00436,Bendroflumethiazide,2,1,C,PF00194
DB00436,Bendroflumethiazide,3,1,C,PF00194
DB00436,Bendroflumethiazide,4,1,C,PF00194
DB00436,Bendroflumethiazide,5,1,C,PF00520
DB00436,Bendroflumethiazide,5,2,C,PF03493
DB00522,Bentiromide,1,1,B,PF01477
DB00489,Sotalol,1,1,B,PF00027
DB00489,Sotalol,1,2,B,PF00520
DB00489,Sotalol,1,3,B,PF00989
DB01359,Penbutolol,1,1,C,PF00061
DB01359,Penbutolol,2,1,C,PF00001
DB01359,Penbutolol,3,1,C,PF00001
DB00443,Betamethasone,1,1,C,PF00104
DB00443,Betamethasone,1,2,C,PF00105
DB00443,Betamethasone,1,3,C,PF02155
DB00443,Betamethasone,2,1,C,PF00191
DB00195,Betaxolol,1,1,C,PF00001
DB01019,Bethanechol,1,1,C,PF00001
DB00580,Valdecoxib,1,1,C,PF00008
DB00580,Valdecoxib,1,2,C,PF03098
DB01393,Bezafibrate,1,1,X,PF00104
DB01393,Bezafibrate,1,2,X,PF00105
DB01393,Bezafibrate,2,1,X,PF03630
DB01393,Bezafibrate,3,1,X,PF00354
DB01393,Bezafibrate,4,1,X,PF00368
DB01211,Clarithromycin,1,1,C,PF00466
DB01128,Bicalutamide,1,1,X,PF00104
DB01128,Bicalutamide,1,2,X,PF00105
DB01128,Bicalutamide,1,3,X,PF02166
DB01128,Bicalutamide,2,1,X,PF00489
DB01128,Bicalutamide,3,1,X,PF00104
DB01128,Bicalutamide,3,2,X,PF00105
DB01058,Praziquantel,1,1,B,PF00043
DB01058,Praziquantel,1,2,B,PF02798
DB01058,Praziquantel,2,1,B,PF00043
DB01058,Praziquantel,2,2,B,PF02798
DB01140,Cefadroxil,1,1,B,PF00905
DB01140,Cefadroxil,1,2,B,PF00912
DB01140,Cefadroxil,2,1,B,PF00854
DB01140,Cefadroxil,3,1,B,PF00854
DB00612,Bisoprolol,1,1,C,PF00001
DB00612,Bisoprolol,2,1,C,PF00001
DB00290,Bleomycin,1,1,D,PF00645
DB00290,Bleomycin,1,2,D,PF01068
DB00290,Bleomycin,1,3,D,PF04675
DB00290,Bleomycin,1,4,D,PF04679
DB00290,Bleomycin,2,1,D,PF01068
DB00290,Bleomycin,2,2,D,PF04675
DB00290,Bleomycin,2,3,D,PF04679
DB00335,Atenolol,1,1,D,PF00001
DB00835,Brompheniramine,1,1,C,PF00001
DB00433,Prochlorperazine,1,1,C,PF00001
DB00433,Prochlorperazine,2,1,C,PF00001
DB00433,Prochlorperazine,3,1,C,PF00001
DB00433,Prochlorperazine,4,1,C,PF00001
DB00354,Buclizine,1,1,C,PF00001
DB00354,Buclizine,2,1,C,PF00001
DB00887,Bumetanide,1,1,C,PF00324
DB00887,Bumetanide,1,2,C,PF08403
DB00887,Bumetanide,2,1,C,PF00005
DB00887,Bumetanide,2,2,C,PF00664
DB00887,Bumetanide,3,1,C,PF00324
DB00887,Bumetanide,3,2,C,PF08403
DB00887,Bumetanide,4,1,C,PF00324
DB00887,Bumetanide,4,2,C,PF03522
DB00887,Bumetanide,5,1,C,PF00324
DB00490,Buspirone,1,1,B,PF00001
DB00490,Buspirone,2,1,B,PF00001
DB00241,Butalbital,1,1,C,PF02931
DB00241,Butalbital,1,2,C,PF02932
DB00201,Caffeine,1,1,C,PF00001
DB00201,Caffeine,2,1,C,PF00233
DB00201,Caffeine,3,1,C,PF00001
DB00153,Ergocalciferol,1,1,C,PF00067
DB00153,Ergocalciferol,2,1,C,PF00104
DB00153,Ergocalciferol,2,2,C,PF00105
DB00153,Ergocalciferol,3,1,C,PF00067
DB01109,Heparin,1,1,C,PF00079
DB01109,Heparin,2,1,C,PF00051
DB01109,Heparin,2,2,C,PF00089
DB01109,Heparin,2,3,C,PF00594
DB01109,Heparin,3,1,C,PF00008
DB01109,Heparin,3,2,C,PF00089
DB01109,Heparin,3,3,C,PF00594
DB01109,Heparin,4,1,C,PF00008
DB01109,Heparin,4,2,C,PF00059
DB01109,Heparin,4,3,C,PF00084
DB01109,Heparin,5,1,C,PF03662
DB01109,Heparin,6,1,C,PF00008
DB01109,Heparin,6,2,C,PF00089
DB01109,Heparin,6,3,C,PF00594
DB00136,Calcitriol,1,1,A,PF00067
DB00136,Calcitriol,2,1,A,PF00104
DB00136,Calcitriol,2,2,A,PF00105
DB00087,Alemtuzumab,10,1,C,PF00047
DB00087,Alemtuzumab,11,1,C,PF00047
DB00087,Alemtuzumab,2,1,C,PF00047
DB00087,Alemtuzumab,3,1,C,PF00084
DB00087,Alemtuzumab,3,2,C,PF00089
DB00087,Alemtuzumab,3,3,C,PF00431
DB00087,Alemtuzumab,3,4,C,PF07645
DB00087,Alemtuzumab,4,1,C,PF00386
DB00087,Alemtuzumab,4,2,C,PF01391
DB00087,Alemtuzumab,5,1,C,PF00386
DB00087,Alemtuzumab,5,2,C,PF01391
DB00087,Alemtuzumab,6,1,C,PF00386
DB00087,Alemtuzumab,6,2,C,PF01391
DB00087,Alemtuzumab,7,1,C,PF00047
DB00087,Alemtuzumab,8,1,C,PF00047
DB00087,Alemtuzumab,9,1,C,PF00047
DB00762,Irinotecan,1,1,D,PF01028
DB00762,Irinotecan,1,2,D,PF02919
DB00762,Irinotecan,2,1,D,PF01028
DB00762,Irinotecan,2,2,D,PF02919
DB00257,Clotrimazole,1,1,B,PF00067
DB00257,Clotrimazole,2,1,B,PF02888
DB00257,Clotrimazole,2,2,B,PF03530
DB00257,Clotrimazole,2,3,B,PF07885
DB00520,Caspofungin,1,1,C,PF02364
DB00168,Aspartame,1,1,B,PF00003
DB00168,Aspartame,1,2,B,PF01094
DB00168,Aspartame,1,3,B,PF07562
DB00168,Aspartame,2,1,B,PF00003
DB00168,Aspartame,2,2,B,PF01094
DB00168,Aspartame,2,3,B,PF07562
DB00168,Aspartame,3,1,B,PF00023
DB00168,Aspartame,3,2,B,PF00520
DB01110,Miconazole,1,1,C,PF00067
DB01110,Miconazole,2,1,C,PF00036
DB01110,Miconazole,3,1,C,PF00122
DB01110,Miconazole,3,2,C,PF00689
DB01110,Miconazole,3,3,C,PF00690
DB01110,Miconazole,3,4,C,PF00702
DB01110,Miconazole,4,1,C,PF00067
DB00196,Fluconazole,1,1,C,PF00067
DB00196,Fluconazole,2,1,C,PF00067
DB00314,Capreomycin,1,1,C,PF00466
DB01101,Capecitabine,1,1,D,PF00303
DB01101,Capecitabine,2,1,D,PF00037
DB01101,Capecitabine,2,2,D,PF01180
DB01101,Capecitabine,2,3,D,PF07992
DB01197,Captopril,1,1,D,PF01401
DB01197,Captopril,2,1,D,PF00273
DB01197,Captopril,3,1,D,PF00122
DB01197,Captopril,3,2,D,PF00689
DB01197,Captopril,3,3,D,PF00690
DB01197,Captopril,3,4,D,PF00702
DB01197,Captopril,4,1,D,PF01401
DB00564,Carbamazepine,1,1,D,PF00520
DB00564,Carbamazepine,1,2,D,PF00612
DB00564,Carbamazepine,1,3,D,PF06512
DB00578,Carbenicillin,1,1,B,PF00905
DB00578,Carbenicillin,1,2,B,PF00912
DB01356,Lithium,1,1,D,PF00459
DB01356,Lithium,2,1,D,PF00459
DB01356,Lithium,3,1,D,PF00514
DB01356,Lithium,3,2,D,PF02985
DB01356,Lithium,4,1,D,PF00069
DB01356,Lithium,5,1,D,PF00459
DB00727,Nitroglycerin,1,1,C,PF00211
DB00727,Nitroglycerin,1,2,C,PF01094
DB00727,Nitroglycerin,1,3,C,PF07714
DB00727,Nitroglycerin,2,1,C,PF00171
DB00590,Doxazosin,1,1,C,PF00001
DB00590,Doxazosin,2,1,C,PF00001
DB00590,Doxazosin,3,1,C,PF00001
DB00770,Alprostadil,1,1,C,PF00001
DB00770,Alprostadil,2,1,C,PF00001
DB00833,Cefaclor,1,1,B,PF00905
DB00833,Cefaclor,1,2,B,PF00912
DB01415,Ceftibuten,1,1,B,PF00854
DB01415,Ceftibuten,2,1,B,PF00905
DB01415,Ceftibuten,2,2,B,PF00912
DB01327,Cefazolin,1,1,B,PF00005
DB01327,Cefazolin,1,2,B,PF00664
DB01327,Cefazolin,2,1,B,PF00273
DB01327,Cefazolin,3,1,B,PF01731
DB01327,Cefazolin,4,1,B,PF00905
DB01327,Cefazolin,4,2,B,PF00912
DB01413,Cefepime,1,1,B,PF00905
DB01413,Cefepime,1,2,B,PF00912
DB01413,Cefepime,2,1,B,PF00905
DB01413,Cefepime,2,2,B,PF00912
DB01329,Cefoperazone,1,1,B,PF00273
DB01329,Cefoperazone,2,1,B,PF00905
DB01329,Cefoperazone,2,2,B,PF00912
DB01331,Cefoxitin,1,1,B,PF00144
DB01331,Cefoxitin,2,1,B,PF00905
DB01331,Cefoxitin,2,2,B,PF00912
DB01331,Cefoxitin,3,1,B,PF00144
DB01416,Cefpodoxime,1,1,B,PF00905
DB01416,Cefpodoxime,1,2,B,PF00912
DB01332,Ceftizoxime,1,1,B,PF00905
DB01332,Ceftizoxime,1,2,B,PF00912
DB01150,Cefprozil,1,1,B,PF00905
DB01150,Cefprozil,1,2,B,PF00912
DB00482,Celecoxib,1,1,C,PF00008
DB00482,Celecoxib,1,2,C,PF03098
DB00482,Celecoxib,2,1,C,PF00069
DB00215,Citalopram,1,1,C,PF00209
DB00215,Citalopram,1,2,C,PF03491
DB00567,Cephalexin,1,1,B,PF00905
DB00567,Cephalexin,1,2,B,PF00912
DB01139,Cephapirin,1,1,B,PF00905
DB01139,Cephapirin,1,2,B,PF00912
DB00568,Cinnarizine,1,1,C,PF00001
DB00568,Cinnarizine,2,1,C,PF00520
DB00568,Cinnarizine,3,1,C,PF00001
DB00439,Cerivastatin,1,1,X,PF00368
DB00694,Daunorubicin,2,1,D,PF00005
DB00694,Daunorubicin,2,2,D,PF00664
DB00694,Daunorubicin,3,1,D,PF00005
DB00694,Daunorubicin,3,2,D,PF00664
DB00050,Cetrorelix,1,1,X,PF00001
DB00050,Cetrorelix,2,1,X,PF00001
DB01059,Norfloxacin,1,1,C,PF00521
DB01059,Norfloxacin,1,2,C,PF03989
DB01059,Norfloxacin,2,1,C,PF00521
DB01059,Norfloxacin,2,2,C,PF03989
DB01059,Norfloxacin,3,1,C,PF00204
DB01059,Norfloxacin,3,2,C,PF00521
DB01059,Norfloxacin,3,3,C,PF02518
DB01059,Norfloxacin,3,4,C,PF08070
DB00880,Chlorothiazide,1,1,C,PF00324
DB00880,Chlorothiazide,1,2,C,PF08403
DB00880,Chlorothiazide,2,1,C,PF00194
DB00880,Chlorothiazide,3,1,C,PF00194
DB00880,Chlorothiazide,4,1,C,PF00194
DB00880,Chlorothiazide,5,1,C,PF00520
DB00880,Chlorothiazide,5,2,C,PF03493
DB01114,Chlorpheniramine,1,1,B,PF00001
DB01239,Chlorprothixene,1,1,C,PF00001
DB01239,Chlorprothixene,2,1,C,PF00001
DB01239,Chlorprothixene,3,1,C,PF00001
DB01239,Chlorprothixene,4,1,C,PF00001
DB01239,Chlorprothixene,5,1,C,PF00001
DB01239,Chlorprothixene,6,1,C,PF00001
DB01239,Chlorprothixene,7,1,C,PF00001
DB00169,Cholecalciferol,1,1,A,PF00067
DB00169,Cholecalciferol,2,1,A,PF00067
DB00169,Cholecalciferol,3,1,A,PF00273
DB00169,Cholecalciferol,3,2,A,PF09164
DB00493,Cefotaxime,1,1,B,PF00905
DB00493,Cefotaxime,1,2,B,PF00912
DB00493,Cefotaxime,2,1,B,PF00905
DB00493,Cefotaxime,2,2,B,PF03717
DB00493,Cefotaxime,2,3,B,PF05223
DB01190,Clindamycin,1,1,B,PF00466
DB00605,Sulindac,10,1,B,PF00233
DB00605,Sulindac,10,2,B,PF01590
DB00605,Sulindac,1,1,B,PF00008
DB00605,Sulindac,1,2,B,PF03098
DB00605,Sulindac,2,1,B,PF00071
DB00605,Sulindac,3,1,B,PF00008
DB00605,Sulindac,3,2,B,PF00058
DB00605,Sulindac,3,3,B,PF07645
DB00605,Sulindac,4,1,B,PF00273
DB00605,Sulindac,5,1,B,PF00040
DB00605,Sulindac,5,2,B,PF00045
DB00605,Sulindac,5,3,B,PF00413
DB00605,Sulindac,5,4,B,PF01471
DB00605,Sulindac,6,1,B,PF00248
DB00605,Sulindac,7,1,B,PF00008
DB00605,Sulindac,7,2,B,PF03098
DB00605,Sulindac,8,1,B,PF00069
DB00605,Sulindac,9,1,B,PF00104
DB00605,Sulindac,9,2,B,PF00105
DB00575,Clonidine,1,1,C,PF00001
DB00575,Clonidine,2,1,C,PF00001
DB00363,Clozapine,1,1,B,PF00001
DB00363,Clozapine,2,1,B,PF00001
DB00363,Clozapine,3,1,B,PF00001
DB00363,Clozapine,4,1,B,PF06387
DB00363,Clozapine,5,1,B,PF00001
DB00363,Clozapine,6,1,B,PF00001
DB00363,Clozapine,7,1,B,PF00001
DB00363,Clozapine,8,1,B,PF00001
DB00363,Clozapine,9,1,B,PF00001
DB00907,Cocaine,10,1,C,PF00209
DB00907,Cocaine,1,1,C,PF00209
DB00907,Cocaine,2,1,C,PF00209
DB00907,Cocaine,3,1,C,PF00520
DB00907,Cocaine,3,2,C,PF00612
DB00907,Cocaine,3,3,C,PF06512
DB00907,Cocaine,4,1,C,PF00520
DB00907,Cocaine,4,2,C,PF06512
DB00907,Cocaine,5,1,C,PF00520
DB00907,Cocaine,5,2,C,PF00612
DB00907,Cocaine,5,3,C,PF06512
DB00907,Cocaine,6,1,C,PF00209
DB00907,Cocaine,6,2,C,PF03491
DB00907,Cocaine,7,1,C,PF00001
DB00907,Cocaine,8,1,C,PF00001
DB00907,Cocaine,9,1,C,PF00001
DB00318,Codeine,1,1,C,PF00001
DB00318,Codeine,2,1,C,PF00001
DB00318,Codeine,3,1,C,PF00001
DB01014,Balsalazide,1,1,B,PF00008
DB01014,Balsalazide,1,2,B,PF03098
DB01014,Balsalazide,2,1,B,PF03358
DB01014,Balsalazide,3,1,B,PF00008
DB01014,Balsalazide,3,2,B,PF03098
DB01394,Colchicine,1,1,C,PF00091
DB01394,Colchicine,1,2,C,PF03953
DB01394,Colchicine,2,1,C,PF00091
DB01394,Colchicine,2,2,C,PF03953
DB01394,Colchicine,3,1,C,PF00622
DB01394,Colchicine,3,2,C,PF00643
DB01394,Colchicine,3,3,C,PF02758
DB01394,Colchicine,4,1,C,PF00005
DB01394,Colchicine,4,2,C,PF00664
DB00494,Entacapone,1,1,C,PF01596
DB00422,Methylphenidate,1,1,C,PF00209
DB00422,Methylphenidate,2,1,C,PF00209
DB00422,Methylphenidate,3,1,C,PF00209
DB00422,Methylphenidate,3,2,C,PF03491
DB05259,Glatiramer Acetate,1,1,B,PF00969
DB05259,Glatiramer Acetate,1,2,B,PF07654
DB00343,Diltiazem,1,1,C,PF00822
DB00647,Propoxyphene,1,1,C,PF00001
DB00647,Propoxyphene,2,1,C,PF00001
DB00647,Propoxyphene,3,1,C,PF00001
DB00224,Indinavir,1,1,C,PF00077
DB00224,Indinavir,2,1,C,PF00075
DB00224,Indinavir,2,2,C,PF00077
DB00224,Indinavir,2,3,C,PF00078
DB00224,Indinavir,2,4,C,PF00098
DB00224,Indinavir,2,5,C,PF00540
DB00224,Indinavir,2,6,C,PF00552
DB00224,Indinavir,2,7,C,PF00607
DB00224,Indinavir,2,8,C,PF00665
DB00224,Indinavir,2,9,C,PF02022
DB00224,Indinavir,2,10,C,PF06815
DB00224,Indinavir,2,11,C,PF06817
DB01406,Danazol,1,1,X,PF00104
DB01406,Danazol,1,2,X,PF00105
DB01406,Danazol,1,3,X,PF02159
DB01406,Danazol,2,1,X,PF00001
DB01406,Danazol,3,1,X,PF00001
DB01406,Danazol,4,1,X,PF00054
DB01406,Danazol,5,1,X,PF00048
DB01004,Ganciclovir,1,1,C,PF00136
DB01004,Ganciclovir,1,2,C,PF03104
DB01004,Ganciclovir,2,1,C,PF00693
DB00434,Cyproheptadine,1,1,B,PF00001
DB00434,Cyproheptadine,2,1,B,PF00001
DB00357,Aminoglutethimide,1,1,D,PF00067
DB00987,Cytarabine,2,1,D,PF00273
DB00279,Liothyronine,1,1,A,PF00104
DB00279,Liothyronine,1,2,A,PF00105
DB00279,Liothyronine,2,1,A,PF00104
DB00279,Liothyronine,2,2,A,PF00105
DB00279,Liothyronine,3,1,A,PF00079
DB00279,Liothyronine,4,1,A,PF00576
DB00279,Liothyronine,5,1,A,PF00273
DB00279,Liothyronine,6,1,A,PF00104
DB00279,Liothyronine,6,2,A,PF00105
DB00929,Misoprostol,1,1,X,PF00001
DB01219,Dantrolene,1,1,C,PF00520
DB01219,Dantrolene,1,2,C,PF00622
DB01219,Dantrolene,1,3,C,PF01365
DB01219,Dantrolene,1,4,C,PF02026
DB01219,Dantrolene,1,5,C,PF02815
DB01219,Dantrolene,1,6,C,PF06459
DB01219,Dantrolene,1,7,C,PF08454
DB01219,Dantrolene,2,1,C,PF00273
DB01016,Glibenclamide,10,1,C,PF01007
DB01016,Glibenclamide,1,1,C,PF01007
DB01016,Glibenclamide,2,1,C,PF00005
DB01016,Glibenclamide,2,2,C,PF00664
DB01016,Glibenclamide,3,1,C,PF00005
DB01016,Glibenclamide,3,2,C,PF00664
DB01016,Glibenclamide,4,1,C,PF00005
DB01016,Glibenclamide,4,2,C,PF00664
DB01016,Glibenclamide,5,1,C,PF00005
DB01016,Glibenclamide,6,1,C,PF00005
DB01016,Glibenclamide,6,2,C,PF00664
DB01016,Glibenclamide,7,1,C,PF00005
DB01016,Glibenclamide,7,2,C,PF00664
DB01016,Glibenclamide,8,1,C,PF00005
DB01016,Glibenclamide,8,2,C,PF00664
DB01016,Glibenclamide,9,1,C,PF01007
DB00205,Pyrimethamine,1,1,C,PF00186
DB00205,Pyrimethamine,1,2,C,PF00303
DB00205,Pyrimethamine,2,1,C,PF00186
DB00991,Oxaprozin,1,1,C,PF00008
DB00991,Oxaprozin,1,2,C,PF03098
DB00035,Desmopressin,1,1,B,PF00001
DB00035,Desmopressin,2,1,B,PF00001
DB01234,Dexamethasone,1,1,C,PF00104
DB01234,Dexamethasone,1,2,C,PF00105
DB01234,Dexamethasone,1,3,C,PF02155
DB01234,Dexamethasone,2,1,C,PF00191
DB01234,Dexamethasone,3,1,C,PF00175
DB01234,Dexamethasone,3,2,C,PF00258
DB01234,Dexamethasone,3,3,C,PF00667
DB01234,Dexamethasone,3,4,C,PF02898
DB01234,Dexamethasone,4,1,C,PF00048
DB01234,Dexamethasone,5,1,C,PF00104
DB01234,Dexamethasone,6,1,C,PF00023
DB01234,Dexamethasone,6,2,C,PF00531
DB01234,Dexamethasone,6,3,C,PF00554
DB01234,Dexamethasone,6,4,C,PF01833
DB00705,Delavirdine,1,1,C,PF00075
DB00705,Delavirdine,1,2,C,PF00077
DB00705,Delavirdine,1,3,C,PF00078
DB00705,Delavirdine,1,4,C,PF00098
DB00705,Delavirdine,1,5,C,PF00540
DB00705,Delavirdine,1,6,C,PF00552
DB00705,Delavirdine,1,7,C,PF00607
DB00705,Delavirdine,1,8,C,PF00665
DB00705,Delavirdine,1,9,C,PF02022
DB00705,Delavirdine,1,10,C,PF06815
DB00705,Delavirdine,1,11,C,PF06817
DB00299,Penciclovir,1,1,B,PF00136
DB00299,Penciclovir,1,2,B,PF03104
DB00299,Penciclovir,2,1,B,PF00693
DB00772,Malathion,1,1,B,PF00135
DB01151,Desipramine,1,1,C,PF00001
DB01151,Desipramine,2,1,C,PF00209
DB01151,Desipramine,3,1,C,PF00001
DB01151,Desipramine,4,1,C,PF00001
DB01151,Desipramine,5,1,C,PF00209
DB01151,Desipramine,5,2,C,PF03491
DB01151,Desipramine,6,1,C,PF00001
DB01151,Desipramine,7,1,C,PF00001
DB01151,Desipramine,8,1,C,PF00149
DB00656,Trazodone,1,1,C,PF00001
DB00656,Trazodone,2,1,C,PF00209
DB00656,Trazodone,2,2,C,PF03491
DB00656,Trazodone,3,1,C,PF00209
DB00656,Trazodone,4,1,C,PF00001
DB00656,Trazodone,5,1,C,PF00001
DB00656,Trazodone,6,1,C,PF00001
DB00656,Trazodone,7,1,C,PF00001
DB00656,Trazodone,8,1,C,PF00001
DB01036,Tolterodine,1,1,C,PF00001
DB01036,Tolterodine,2,1,C,PF00001
DB01036,Tolterodine,3,1,C,PF00001
DB01191,Dexfenfluramine,1,1,C,PF00209
DB01191,Dexfenfluramine,1,2,C,PF03491
DB01191,Dexfenfluramine,2,1,C,PF00001
DB01191,Dexfenfluramine,3,1,C,PF00001
DB01120,Gliclazide,1,1,C,PF01007
DB01120,Gliclazide,2,1,C,PF00005
DB01120,Gliclazide,2,2,C,PF00664
DB01120,Gliclazide,3,1,C,PF00273
DB01120,Gliclazide,4,1,C,PF00341
DB00672,Chlorpropamide,1,1,C,PF01007
DB00819,Acetazolamide,1,1,C,PF00194
DB00819,Acetazolamide,2,1,C,PF00230
DB00819,Acetazolamide,3,1,C,PF00194
DB00819,Acetazolamide,4,1,C,PF00194
DB00819,Acetazolamide,5,1,C,PF00194
DB00925,Phenoxybenzamine,1,1,C,PF00001
DB00925,Phenoxybenzamine,2,1,C,PF00036
DB00485,Dicloxacillin,1,1,B,PF00905
DB00485,Dicloxacillin,1,2,B,PF00912
DB00266,Dicumarol,1,1,D,PF07884
DB00266,Dicumarol,2,1,D,PF02525
DB00266,Dicumarol,3,1,D,PF00107
DB00266,Dicumarol,3,2,D,PF08240
DB00586,Diclofenac,1,1,B,PF00008
DB00586,Diclofenac,1,2,B,PF03098
DB00586,Diclofenac,2,1,B,PF00008
DB00586,Diclofenac,2,2,B,PF03098
DB00586,Diclofenac,3,1,B,PF00576
DB00252,Phenytoin,1,1,D,PF00520
DB00252,Phenytoin,1,2,D,PF00612
DB00252,Phenytoin,1,3,D,PF06512
DB00252,Phenytoin,2,1,D,PF00520
DB00252,Phenytoin,2,2,D,PF00612
DB00252,Phenytoin,2,3,D,PF06512
DB01070,Dihydrotachysterol,1,1,A,PF00104
DB01070,Dihydrotachysterol,1,2,A,PF00105
DB01136,Carvedilol,10,1,C,PF00047
DB01136,Carvedilol,10,2,C,PF05790
DB01136,Carvedilol,10,3,C,PF07679
DB01136,Carvedilol,10,4,C,PF07686
DB01136,Carvedilol,1,1,C,PF00001
DB01136,Carvedilol,2,1,C,PF00001
DB01136,Carvedilol,3,1,C,PF06374
DB01136,Carvedilol,4,1,C,PF00001
DB01136,Carvedilol,5,1,C,PF00005
DB01136,Carvedilol,5,2,C,PF00664
DB01136,Carvedilol,6,1,C,PF00341
DB01136,Carvedilol,7,1,C,PF00212
DB01136,Carvedilol,8,1,C,PF00029
DB01136,Carvedilol,8,2,C,PF03508
DB01136,Carvedilol,9,1,C,PF00027
DB01136,Carvedilol,9,2,C,PF00520
DB01136,Carvedilol,9,3,C,PF00989
DB00327,Hydromorphone,1,1,C,PF00001
DB00327,Hydromorphone,2,1,C,PF00001
DB00327,Hydromorphone,3,1,C,PF00001
DB00414,Acetohexamide,1,1,C,PF01007
DB00177,Valsartan,1,1,D,PF00001
DB01075,Diphenhydramine,1,1,B,PF00001
DB00818,Propofol,1,1,B,PF02931
DB00818,Propofol,1,2,B,PF02932
DB00818,Propofol,2,1,B,PF01425
DB00818,Propofol,3,1,B,PF00273
DB00280,Disopyramide,1,1,C,PF00520
DB00280,Disopyramide,1,2,C,PF00612
DB00280,Disopyramide,1,3,C,PF06512
DB00280,Disopyramide,2,1,C,PF00061
DB01062,Oxybutynin,1,1,B,PF00001
DB01062,Oxybutynin,2,1,B,PF00001
DB01062,Oxybutynin,3,1,B,PF00001
DB00841,Dobutamine,1,1,B,PF00001
DB01248,Docetaxel,1,1,D,PF00452
DB01248,Docetaxel,1,2,D,PF02180
DB01248,Docetaxel,2,1,D,PF00091
DB01248,Docetaxel,2,2,D,PF03953
DB00333,Methadone,1,1,C,PF00060
DB00333,Methadone,2,1,C,PF00001
DB00333,Methadone,3,1,C,PF02931
DB00333,Methadone,3,2,C,PF02932
DB01589,Quazepam,1,1,X,PF02931
DB01589,Quazepam,1,2,X,PF02932
DB00683,Midazolam,1,1,D,PF02931
DB00683,Midazolam,1,2,D,PF02932
DB00683,Midazolam,2,1,D,PF02931
DB00683,Midazolam,2,2,D,PF02932
DB00683,Midazolam,3,1,D,PF02931
DB00683,Midazolam,3,2,D,PF02932
DB00683,Midazolam,4,1,D,PF02931
DB00683,Midazolam,4,2,D,PF02932
DB00683,Midazolam,5,1,D,PF02931
DB00683,Midazolam,5,2,D,PF02932
DB00683,Midazolam,6,1,D,PF02931
DB00683,Midazolam,6,2,D,PF02932
DB00683,Midazolam,7,1,D,PF02931
DB00683,Midazolam,7,2,D,PF02932
DB00683,Midazolam,8,1,D,PF02931
DB00683,Midazolam,8,2,D,PF02932
DB00683,Midazolam,9,1,D,PF02931
DB00683,Midazolam,9,2,D,PF02932
DB00248,Cabergoline,1,1,B,PF00001
DB02300,Calcipotriol,1,1,C,PF00104
DB02300,Calcipotriol,1,2,C,PF00105
DB00450,Droperidol,1,1,C,PF00001
DB01005,Hydroxyurea,1,1,D,PF00317
DB01005,Hydroxyurea,1,2,D,PF02867
DB01005,Hydroxyurea,1,3,D,PF03477
DB00851,Dacarbazine,1,1,C,PF04042
DB00851,Dacarbazine,1,2,C,PF08418
DB00384,Triamterene,1,1,C,PF00858
DB00384,Triamterene,2,1,C,PF00858
DB00384,Triamterene,3,1,C,PF00858
DB00384,Triamterene,4,1,C,PF00858
DB00270,Isradipine,1,1,C,PF00092
DB00270,Isradipine,1,2,C,PF02743
DB00270,Isradipine,1,3,C,PF08399
DB00270,Isradipine,1,4,C,PF08473
DB00270,Isradipine,2,1,C,PF00520
DB00784,Mefenamic acid,1,1,C,PF00008
DB00784,Mefenamic acid,1,2,C,PF03098
DB00784,Mefenamic acid,2,1,C,PF00008
DB00784,Mefenamic acid,2,2,C,PF03098
DB00903,Ethacrynic acid,1,1,B,PF00324
DB00903,Ethacrynic acid,1,2,B,PF08403
DB00903,Ethacrynic acid,2,1,B,PF00273
DB00903,Ethacrynic acid,3,1,B,PF00122
DB00903,Ethacrynic acid,3,2,B,PF00689
DB00903,Ethacrynic acid,3,3,B,PF00690
DB00903,Ethacrynic acid,3,4,B,PF00702
DB00903,Ethacrynic acid,4,1,B,PF00043
DB00903,Ethacrynic acid,4,2,B,PF02798
